id,marital_status_ids:id,disability,region,date_from,maximum_marginal_rate,portion_to_be_abated,addi_port_to_be_abated_per_dep,addi_port_for_disabled_armed_forces,effe_mon_with_rate_at_the_lim_of_the_brac,table,dependent,disabilit_armed_forces,pensioner,base_salary,zero_dependents,one_dependent,two_dependents,three_dependents,four_dependents,five_or_more_dependents
income_tax_959_I_a_01092024_no_nm_mth,"not_married_pt,married_two_holders_pt",FALSE,a,2024-09-01,0,0,,,0,I,no,FALSE,FALSE,959,,,,,,
income_tax_1032_I_a_01092024_no_nm_mth,"not_married_pt,married_two_holders_pt",FALSE,a,2024-09-01,0,0,,,0,I,no,FALSE,FALSE,1032,,,,,,
income_tax_1125_I_a_01092024_no_nm_mth,"not_married_pt,married_two_holders_pt",FALSE,a,2024-09-01,0,0,,,0,I,no,FALSE,FALSE,1125,,,,,,
income_tax_1175_I_a_01092024_no_nm_mth,"not_married_pt,married_two_holders_pt",FALSE,a,2024-09-01,0,0,,,0,I,no,FALSE,FALSE,1175,,,,,,
income_tax_1769_I_a_01092024_no_nm_mth,"not_married_pt,married_two_holders_pt",FALSE,a,2024-09-01,0.0263,30.85,,,0.009,I,no,FALSE,FALSE,1769,,,,,,
income_tax_2057_I_a_01092024_no_nm_mth,"not_married_pt,married_two_holders_pt",FALSE,a,2024-09-01,0.056,83.48,,,0.015,I,no,FALSE,FALSE,2057,,,,,,
income_tax_2408_I_a_01092024_no_nm_mth,"not_married_pt,married_two_holders_pt",FALSE,a,2024-09-01,0.0746,121.63,,,0.024,I,no,FALSE,FALSE,2408,,,,,,
income_tax_3201_I_a_01092024_no_nm_mth,"not_married_pt,married_two_holders_pt",FALSE,a,2024-09-01,0.1355,268.41,,,0.052,I,no,FALSE,FALSE,3201,,,,,,
income_tax_5492_I_a_01092024_no_nm_mth,"not_married_pt,married_two_holders_pt",FALSE,a,2024-09-01,0.2804,732.06,,,0.147,I,no,FALSE,FALSE,5492,,,,,,
income_tax_20021_I_a_01092024_no_nm_mth,"not_married_pt,married_two_holders_pt",FALSE,a,2024-09-01,0.3146,920.25,,,0.269,I,no,FALSE,FALSE,20021,,,,,,
income_tax_999999999_I_a_01092024_no_nm_mth,"not_married_pt,married_two_holders_pt",FALSE,a,2024-09-01,0.3302,1232.07,,,,I,no,FALSE,FALSE,999999999,,,,,,
income_tax_861_I_a_01092024_with_mth,married_two_holders_pt,FALSE,a,2024-09-01,0,0,0,,0,I,with_one_or_more,FALSE,FALSE,861,,,,,,
income_tax_959_I_a_01092024_with_mth,married_two_holders_pt,FALSE,a,2024-09-01,0,0,21.43,,0,I,with_one_or_more,FALSE,FALSE,959,,,,,,
income_tax_1032_I_a_01092024_with_mth,married_two_holders_pt,FALSE,a,2024-09-01,0,0,21.43,,0,I,with_one_or_more,FALSE,FALSE,1032,,,,,,
income_tax_1125_I_a_01092024_with_mth,married_two_holders_pt,FALSE,a,2024-09-01,0,0,21.43,,0,I,with_one_or_more,FALSE,FALSE,1125,,,,,,
income_tax_1175_I_a_01092024_with_mth,married_two_holders_pt,FALSE,a,2024-09-01,0,0,21.43,,0,I,with_one_or_more,FALSE,FALSE,1175,,,,,,
income_tax_1769_I_a_01092024_with_mth,married_two_holders_pt,FALSE,a,2024-09-01,0.0263,30.85,21.43,,0.009,I,with_one_or_more,FALSE,FALSE,1769,,,,,,
income_tax_2057_I_a_01092024_with_mth,married_two_holders_pt,FALSE,a,2024-09-01,0.056,83.48,21.43,,0.015,I,with_one_or_more,FALSE,FALSE,2057,,,,,,
income_tax_2408_I_a_01092024_with_mth,married_two_holders_pt,FALSE,a,2024-09-01,0.0746,121.63,21.43,,0.024,I,with_one_or_more,FALSE,FALSE,2408,,,,,,
income_tax_3201_I_a_01092024_with_mth,married_two_holders_pt,FALSE,a,2024-09-01,0.1355,268.41,21.43,,0.052,I,with_one_or_more,FALSE,FALSE,3201,,,,,,
income_tax_5492_I_a_01092024_with_mth,married_two_holders_pt,FALSE,a,2024-09-01,0.2804,732.06,21.43,,0.147,I,with_one_or_more,FALSE,FALSE,5492,,,,,,
income_tax_20021_I_a_01092024_with_mth,married_two_holders_pt,FALSE,a,2024-09-01,0.3146,920.25,21.43,,0.269,I,with_one_or_more,FALSE,FALSE,20021,,,,,,
income_tax_999999999_I_a_01092024_with_mth,married_two_holders_pt,FALSE,a,2024-09-01,0.3302,1232.07,21.43,,,I,with_one_or_more,FALSE,FALSE,999999999,,,,,,
income_tax_861_II_a_01092024_with_nm,not_married_pt,FALSE,a,2024-09-01,0,0,0,,0,II,with_one_or_more,FALSE,FALSE,861,,,,,,
income_tax_959_II_a_01092024_with_nm,not_married_pt,FALSE,a,2024-09-01,0,0,34.29,,0,II,with_one_or_more,FALSE,FALSE,959,,,,,,
income_tax_1032_II_a_01092024_with_nm,not_married_pt,FALSE,a,2024-09-01,0,0,34.29,,0,II,with_one_or_more,FALSE,FALSE,1032,,,,,,
income_tax_1125_II_a_01092024_with_nm,not_married_pt,FALSE,a,2024-09-01,0,0,34.29,,0,II,with_one_or_more,FALSE,FALSE,1125,,,,,,
income_tax_1175_II_a_01092024_with_nm,not_married_pt,FALSE,a,2024-09-01,0,0,34.29,,0,II,with_one_or_more,FALSE,FALSE,1175,,,,,,
income_tax_1769_II_a_01092024_with_nm,not_married_pt,FALSE,a,2024-09-01,0.0263,30.84,34.29,,0.009,II,with_one_or_more,FALSE,FALSE,1769,,,,,,
income_tax_2057_II_a_01092024_with_nm,not_married_pt,FALSE,a,2024-09-01,0.056,83.48,34.29,,0.015,II,with_one_or_more,FALSE,FALSE,2057,,,,,,
income_tax_2408_II_a_01092024_with_nm,not_married_pt,FALSE,a,2024-09-01,0.0746,121.64,34.29,,0.024,II,with_one_or_more,FALSE,FALSE,2408,,,,,,
income_tax_3201_II_a_01092024_with_nm,not_married_pt,FALSE,a,2024-09-01,0.1355,268.4,34.29,,0.052,II,with_one_or_more,FALSE,FALSE,3201,,,,,,
income_tax_5492_II_a_01092024_with_nm,not_married_pt,FALSE,a,2024-09-01,0.2804,732.06,34.29,,0.147,II,with_one_or_more,FALSE,FALSE,5492,,,,,,
income_tax_20021_II_a_01092024_with_nm,not_married_pt,FALSE,a,2024-09-01,0.3146,920.24,34.29,,0.269,II,with_one_or_more,FALSE,FALSE,20021,,,,,,
income_tax_999999999_II_a_01092024_with_nm,not_married_pt,FALSE,a,2024-09-01,0.3302,1232.08,34.29,,,II,with_one_or_more,FALSE,FALSE,999999999,,,,,,
income_tax_1172_III_a_01092024_with_moh,married_one_holder_pt,FALSE,a,2024-09-01,0,0,0,,0,III,with_one_or_more,FALSE,FALSE,1172,,,,,,
income_tax_1212_III_a_01092024_with_moh,married_one_holder_pt,FALSE,a,2024-09-01,0,0,42.86,,0,III,with_one_or_more,FALSE,FALSE,1212,,,,,,
income_tax_1559_III_a_01092024_with_moh,married_one_holder_pt,FALSE,a,2024-09-01,0,0,42.86,,0,III,with_one_or_more,FALSE,FALSE,1559,,,,,,
income_tax_1912_III_a_01092024_with_moh,married_one_holder_pt,FALSE,a,2024-09-01,0,0,42.86,,0,III,with_one_or_more,FALSE,FALSE,1912,,,,,,
income_tax_2178_III_a_01092024_with_moh,married_one_holder_pt,FALSE,a,2024-09-01,0,0,42.86,,0,III,with_one_or_more,FALSE,FALSE,2178,,,,,,
income_tax_2671_III_a_01092024_with_moh,married_one_holder_pt,FALSE,a,2024-09-01,0.0165,36.03,42.86,,0.003,III,with_one_or_more,FALSE,FALSE,2671,,,,,,
income_tax_3284_III_a_01092024_with_moh,married_one_holder_pt,FALSE,a,2024-09-01,0.0454,113.09,42.86,,0.011,III,with_one_or_more,FALSE,FALSE,3284,,,,,,
income_tax_5906_III_a_01092024_with_moh,married_one_holder_pt,FALSE,a,2024-09-01,0.1075,317.14,42.86,,0.054,III,with_one_or_more,FALSE,FALSE,5906,,,,,,
income_tax_20064_III_a_01092024_with_moh,married_one_holder_pt,FALSE,a,2024-09-01,0.271,1282.63,42.86,,0.207,III,with_one_or_more,FALSE,FALSE,20064,,,,,,
income_tax_999999999_III_a_01092024_with_moh,married_one_holder_pt,FALSE,a,2024-09-01,0.3302,2470.13,42.86,,,III,with_one_or_more,FALSE,FALSE,999999999,,,,,,
income_tax_2066_IV_a_01092024_no_nm_mth_disab,"not_married_pt,married_two_holders_pt",TRUE,a,2024-09-01,0,0,,,0,IV,no,FALSE,FALSE,2066,,,,,,
income_tax_2428_IV_a_01092024_no_nm_mth_disab,"not_married_pt,married_two_holders_pt",TRUE,a,2024-09-01,0.0448,92.55,,,0.007,IV,no,FALSE,FALSE,2428,,,,,,
income_tax_2680_IV_a_01092024_no_nm_mth_disab,"not_married_pt,married_two_holders_pt",TRUE,a,2024-09-01,0.062125,134.62,,,0.012,IV,no,FALSE,FALSE,2680,,,,,,
income_tax_2937_IV_a_01092024_no_nm_mth_disab,"not_married_pt,married_two_holders_pt",TRUE,a,2024-09-01,0.0813,186.01,,,0.018,IV,no,FALSE,FALSE,2937,,,,,,
income_tax_4835_IV_a_01092024_no_nm_mth_disab,"not_married_pt,married_two_holders_pt",TRUE,a,2024-09-01,0.1402,358.94,,,0.066,IV,no,FALSE,FALSE,4835,,,,,,
income_tax_20265_IV_a_01092024_no_nm_mth_disab,"not_married_pt,married_two_holders_pt",TRUE,a,2024-09-01,0.3102,1181.09,,,0.252,IV,no,FALSE,FALSE,20265,,,,,,
income_tax_999999999_IV_a_01092024_no_nm_mth_disab,"not_married_pt,married_two_holders_pt",TRUE,a,2024-09-01,0.3255,1491.15,,,,IV,no,FALSE,FALSE,999999999,,,,,,
income_tax_2281_V_a_01092024_with_nm_disab,not_married_pt,TRUE,a,2024-09-01,0,0,0,,0,V,with_one_or_more,FALSE,FALSE,2281,,,,,,
income_tax_2428_V_a_01092024_with_nm_disab,not_married_pt,TRUE,a,2024-09-01,0.056,127.76,42.86,,0.003,V,with_one_or_more,FALSE,FALSE,2428,,,,,,
income_tax_3394_V_a_01092024_with_nm_disab,not_married_pt,TRUE,a,2024-09-01,0.062125,142.63,42.86,,0.02,V,with_one_or_more,FALSE,FALSE,3394,,,,,,
income_tax_3652_V_a_01092024_with_nm_disab,not_married_pt,TRUE,a,2024-09-01,0.1355025,391.68,42.86,,0.028,V,with_one_or_more,FALSE,FALSE,3652,,,,,,
income_tax_6621_V_a_01092024_with_nm_disab,not_married_pt,TRUE,a,2024-09-01,0.2523,818.25,42.86,,0.129,V,with_one_or_more,FALSE,FALSE,6621,,,,,,
income_tax_20265_V_a_01092024_with_nm_disab,not_married_pt,TRUE,a,2024-09-01,0.3102,1201.51,42.86,,0.251,V,with_one_or_more,FALSE,FALSE,20265,,,,,,
income_tax_999999999_V_a_01092024_with_nm_disab,not_married_pt,TRUE,a,2024-09-01,0.3255,1511.56,42.86,,,V,with_one_or_more,FALSE,FALSE,999999999,,,,,,
income_tax_2096_VI_a_01092024_with_mth_disab,married_two_holders_pt,TRUE,a,2024-09-01,0,0,0,,0,VI,with_one_or_more,FALSE,FALSE,2096,,,,,,
income_tax_2727_VI_a_01092024_with_mth_disab,married_two_holders_pt,TRUE,a,2024-09-01,0.04375,91.71,21.43,,0.01,VI,with_one_or_more,FALSE,FALSE,2727,,,,,,
income_tax_3143_VI_a_01092024_with_mth_disab,married_two_holders_pt,TRUE,a,2024-09-01,0.056,125.11,21.43,,0.016,VI,with_one_or_more,FALSE,FALSE,3143,,,,,,
income_tax_3394_VI_a_01092024_with_mth_disab,married_two_holders_pt,TRUE,a,2024-09-01,0.07455,183.41,21.43,,0.021,VI,with_one_or_more,FALSE,FALSE,3394,,,,,,
income_tax_5795_VI_a_01092024_with_mth_disab,married_two_holders_pt,TRUE,a,2024-09-01,0.1355025,390.29,21.43,,0.068,VI,with_one_or_more,FALSE,FALSE,5795,,,,,,
income_tax_6621_VI_a_01092024_with_mth_disab,married_two_holders_pt,TRUE,a,2024-09-01,0.2523,1067.17,21.43,,0.091,VI,with_one_or_more,FALSE,FALSE,6621,,,,,,
income_tax_20265_VI_a_01092024_with_mth_disab,married_two_holders_pt,TRUE,a,2024-09-01,0.3102,1450.43,21.43,,0.239,VI,with_one_or_more,FALSE,FALSE,20265,,,,,,
income_tax_999999999_VI_a_01092024_with_mth_disab,married_two_holders_pt,TRUE,a,2024-09-01,0.3255,1760.49,21.43,,,VI,with_one_or_more,FALSE,FALSE,999999999,,,,,,
income_tax_2802_VII_a_01092024_with_moh_disab,married_one_holder_pt,TRUE,a,2024-09-01,0,0,0,,0,VII,with_one_or_more,FALSE,FALSE,2802,,,,,,
income_tax_3394_VII_a_01092024_with_moh_disab,married_one_holder_pt,TRUE,a,2024-09-01,0.07455,208.86,42.86,,0.013,VII,with_one_or_more,FALSE,FALSE,3394,,,,,,
income_tax_3652_VII_a_01092024_with_moh_disab,married_one_holder_pt,TRUE,a,2024-09-01,0.1355025,415.74,42.86,,0.022,VII,with_one_or_more,FALSE,FALSE,3652,,,,,,
income_tax_4478_VII_a_01092024_with_moh_disab,married_one_holder_pt,TRUE,a,2024-09-01,0.252315,842.31,42.86,,0.064,VII,with_one_or_more,FALSE,FALSE,4478,,,,,,
income_tax_20265_VII_a_01092024_with_moh_disab,married_one_holder_pt,TRUE,a,2024-09-01,0.3102,1101.53,42.86,,0.256,VII,with_one_or_more,FALSE,FALSE,20265,,,,,,
income_tax_999999999_VII_a_01092024_with_moh_disab,married_one_holder_pt,TRUE,a,2024-09-01,0.3255,1411.59,42.86,,,VII,with_one_or_more,FALSE,FALSE,999999999,,,,,,
income_tax_2802_VII_a_01092024_no_moh_disab,married_one_holder_pt,TRUE,a,2024-09-01,0,0,,,0,VII,no,FALSE,FALSE,2802,,,,,,
income_tax_3394_VII_a_01092024_no_moh_disab,married_one_holder_pt,TRUE,a,2024-09-01,0.07455,208.86,,,0.013,VII,no,FALSE,FALSE,3394,,,,,,
income_tax_3652_VII_a_01092024_no_moh_disab,married_one_holder_pt,TRUE,a,2024-09-01,0.1355025,415.74,,,0.022,VII,no,FALSE,FALSE,3652,,,,,,
income_tax_4478_VII_a_01092024_no_moh_disab,married_one_holder_pt,TRUE,a,2024-09-01,0.252315,842.31,,,0.064,VII,no,FALSE,FALSE,4478,,,,,,
income_tax_20265_VII_a_01092024_no_moh_disab,married_one_holder_pt,TRUE,a,2024-09-01,0.3102,1101.53,,,0.256,VII,no,FALSE,FALSE,20265,,,,,,
income_tax_999999999_VII_a_01092024_no_moh_disab,married_one_holder_pt,TRUE,a,2024-09-01,0.3255,1411.59,,,,VII,no,FALSE,FALSE,999999999,,,,,,
income_tax_861_VIII_a_01092024_no_nm_mth_pen,"not_married_pt,married_two_holders_pt",FALSE,a,2024-09-01,0,0,,,0,VIII,no,FALSE,TRUE,861,,,,,,
income_tax_959_VIII_a_01092024_no_nm_mth_pen,"not_married_pt,married_two_holders_pt",FALSE,a,2024-09-01,0,0,,,0,VIII,no,FALSE,TRUE,959,,,,,,
income_tax_1032_VIII_a_01092024_no_nm_mth_pen,"not_married_pt,married_two_holders_pt",FALSE,a,2024-09-01,0,0,,,0,VIII,no,FALSE,TRUE,1032,,,,,,
income_tax_1105_VIII_a_01092024_no_nm_mth_pen,"not_married_pt,married_two_holders_pt",FALSE,a,2024-09-01,0,0,,,0,VIII,no,FALSE,TRUE,1105,,,,,,
income_tax_1202_VIII_a_01092024_no_nm_mth_pen,"not_married_pt,married_two_holders_pt",FALSE,a,2024-09-01,0,0,,,0,VIII,no,FALSE,TRUE,1202,,,,,,
income_tax_1819_VIII_a_01092024_no_nm_mth_pen,"not_married_pt,married_two_holders_pt",FALSE,a,2024-09-01,0.0278,33.35,,,0.009,VIII,no,FALSE,TRUE,1819,,,,,,
income_tax_2053_VIII_a_01092024_no_nm_mth_pen,"not_married_pt,married_two_holders_pt",FALSE,a,2024-09-01,0.0573,87.02,,,0.015,VIII,no,FALSE,TRUE,2053,,,,,,
income_tax_2278_VIII_a_01092024_no_nm_mth_pen,"not_married_pt,married_two_holders_pt",FALSE,a,2024-09-01,0.0746,122.54,,,0.021,VIII,no,FALSE,TRUE,2278,,,,,,
income_tax_3364_VIII_a_01092024_no_nm_mth_pen,"not_married_pt,married_two_holders_pt",FALSE,a,2024-09-01,0.1523,299.54,,,0.063,VIII,no,FALSE,TRUE,3364,,,,,,
income_tax_5775_VIII_a_01092024_no_nm_mth_pen,"not_married_pt,married_two_holders_pt",FALSE,a,2024-09-01,0.2835,741.1,,,0.155,VIII,no,FALSE,TRUE,5775,,,,,,
income_tax_18150_VIII_a_01092024_no_nm_mth_pen,"not_married_pt,married_two_holders_pt",FALSE,a,2024-09-01,0.3283,999.82,,,0.273,VIII,no,FALSE,TRUE,18150,,,,,,
income_tax_999999999_VIII_a_01092024_no_nm_mth_pen,"not_married_pt,married_two_holders_pt",FALSE,a,2024-09-01,0.3445,1293.86,,,,VIII,no,FALSE,TRUE,999999999,,,,,,
income_tax_990_IX_a_01092024_no_moh_pen,married_one_holder_pt,FALSE,a,2024-09-01,0,0,,,0,IX,no,FALSE,TRUE,990,,,,,,
income_tax_1032_IX_a_01092024_no_moh_pen,married_one_holder_pt,FALSE,a,2024-09-01,0,0,,,0,IX,no,FALSE,TRUE,1032,,,,,,
income_tax_1141_IX_a_01092024_no_moh_pen,married_one_holder_pt,FALSE,a,2024-09-01,0,0,,,0,IX,no,FALSE,TRUE,1141,,,,,,
income_tax_1487_IX_a_01092024_no_moh_pen,married_one_holder_pt,FALSE,a,2024-09-01,0,0,,,0,IX,no,FALSE,TRUE,1487,,,,,,
income_tax_1834_IX_a_01092024_no_moh_pen,married_one_holder_pt,FALSE,a,2024-09-01,0,0,,,0,IX,no,FALSE,TRUE,1834,,,,,,
income_tax_2250_IX_a_01092024_no_moh_pen,married_one_holder_pt,FALSE,a,2024-09-01,0,0,,,0,IX,no,FALSE,TRUE,2250,,,,,,
