id,marital_status_ids:id,disability,region,date_from,maximum_marginal_rate,portion_to_be_abated,addi_port_to_be_abated_per_dep,addi_port_for_disabled_armed_forces,effe_mon_with_rate_at_the_lim_of_the_brac,table,dependent,disabilit_armed_forces,pensioner,base_salary,zero_dependents,one_dependent,two_dependents,three_dependents,four_dependents,five_or_more_dependents
income_tax_mtwoholders_disab_c_01_07_2022_6829,married_two_holders_pt,TRUE,c,2022-07-01,,,,,,,,,,6829,29.7,28.9,28.7,27.5,27.3,27.1
income_tax_mtwoholders_disab_c_01_07_2022_7302,married_two_holders_pt,TRUE,c,2022-07-01,,,,,,,,,,7302,30.7,30,29.6,28.5,28.3,28.1
income_tax_mtwoholders_disab_c_01_07_2022_7888,married_two_holders_pt,TRUE,c,2022-07-01,,,,,,,,,,7888,31.7,31,30.8,29.4,29.3,29.1
income_tax_mtwoholders_disab_c_01_07_2022_8577,married_two_holders_pt,TRUE,c,2022-07-01,,,,,,,,,,8577,32.6,31.9,31.8,30.6,30.2,30
income_tax_mtwoholders_disab_c_01_07_2022_9368,married_two_holders_pt,TRUE,c,2022-07-01,,,,,,,,,,9368,33.6,32.9,32.7,31.6,31.4,31
income_tax_mtwoholders_disab_c_01_07_2022_10109,married_two_holders_pt,TRUE,c,2022-07-01,,,,,,,,,,10109,35.1,34.4,34.2,33,32.8,32.6
income_tax_mtwoholders_disab_c_01_07_2022_12648,married_two_holders_pt,TRUE,c,2022-07-01,,,,,,,,,,12648,36.1,35.4,35.2,34,33.8,33.6
income_tax_mtwoholders_disab_c_01_07_2022_9999999999,married_two_holders_pt,TRUE,c,2022-07-01,,,,,,,,,,9999999999,37,36.4,36.2,35,34.8,34.6
income_tax_nmarried_ndisab_c_01_05_2023_765,not_married_pt,FALSE,c,2023-05-01,,,,,,,,,,765,0,0,0,0,0,0
income_tax_nmarried_ndisab_c_01_05_2023_790,not_married_pt,FALSE,c,2023-05-01,,,,,,,,,,790,0.6,0.4,0,0,0,0
income_tax_nmarried_ndisab_c_01_05_2023_819,not_married_pt,FALSE,c,2023-05-01,,,,,,,,,,819,4,0.7,0,0,0,0
income_tax_nmarried_ndisab_c_01_05_2023_870,not_married_pt,FALSE,c,2023-05-01,,,,,,,,,,870,7,4.4,0.9,0,0,0
income_tax_nmarried_ndisab_c_01_05_2023_965,not_married_pt,FALSE,c,2023-05-01,,,,,,,,,,965,9.3,6.6,3.4,0,0,0
income_tax_nmarried_ndisab_c_01_05_2023_1051,not_married_pt,FALSE,c,2023-05-01,,,,,,,,,,1051,11.2,7.8,5.6,1.3,0,0
income_tax_nmarried_ndisab_c_01_05_2023_1123,not_married_pt,FALSE,c,2023-05-01,,,,,,,,,,1123,12,8.7,6.4,3.2,0,0
income_tax_nmarried_ndisab_c_01_05_2023_1194,not_married_pt,FALSE,c,2023-05-01,,,,,,,,,,1194,13,10.6,8.2,5,2.6,0.1
income_tax_nmarried_ndisab_c_01_05_2023_1281,not_married_pt,FALSE,c,2023-05-01,,,,,,,,,,1281,14,11.7,9.2,6,3.5,1.1
income_tax_nmarried_ndisab_c_01_05_2023_1386,not_married_pt,FALSE,c,2023-05-01,,,,,,,,,,1386,15.1,12.7,10.4,6.9,4.5,2.1
income_tax_nmarried_ndisab_c_01_05_2023_1466,not_married_pt,FALSE,c,2023-05-01,,,,,,,,,,1466,16.2,13.8,11.4,8,6.5,4
income_tax_nmarried_ndisab_c_01_05_2023_1609,not_married_pt,FALSE,c,2023-05-01,,,,,,,,,,1609,17.2,14.8,12.3,10,7.5,5
income_tax_nmarried_ndisab_c_01_05_2023_1762,not_married_pt,FALSE,c,2023-05-01,,,,,,,,,,1762,18.6,16.3,14.8,11.4,8.9,6.5
income_tax_nmarried_ndisab_c_01_05_2023_1925,not_married_pt,FALSE,c,2023-05-01,,,,,,,,,,1925,19.9,18.2,17.3,14.5,12.5,11.7
income_tax_nmarried_ndisab_c_01_05_2023_2035,not_married_pt,FALSE,c,2023-05-01,,,,,,,,,,2035,20.9,19.3,18.2,15.5,14.5,12.5
income_tax_nmarried_ndisab_c_01_05_2023_2151,not_married_pt,FALSE,c,2023-05-01,,,,,,,,,,2151,21.9,20.2,19.2,16.4,15.5,13.5
income_tax_nmarried_ndisab_c_01_05_2023_2283,not_married_pt,FALSE,c,2023-05-01,,,,,,,,,,2283,22.8,21.3,20.3,17.5,16.5,14.5
income_tax_nmarried_ndisab_c_01_05_2023_2439,not_married_pt,FALSE,c,2023-05-01,,,,,,,,,,2439,23.8,22.2,21.3,18.5,17.6,15.5
income_tax_nmarried_ndisab_c_01_05_2023_2609,not_married_pt,FALSE,c,2023-05-01,,,,,,,,,,2609,24.8,24.2,22.2,20.4,18.5,17.6
income_tax_nmarried_ndisab_c_01_05_2023_2864,not_married_pt,FALSE,c,2023-05-01,,,,,,,,,,2864,25.8,25.1,23.3,21.4,19.4,18.5
income_tax_nmarried_ndisab_c_01_05_2023_3195,not_married_pt,FALSE,c,2023-05-01,,,,,,,,,,3195,27,26.4,24.5,22.5,20.6,19.6
income_tax_nmarried_ndisab_c_01_05_2023_3669,not_married_pt,FALSE,c,2023-05-01,,,,,,,,,,3669,28.6,28.3,26.8,25.2,24.6,23
income_tax_nmarried_ndisab_c_01_05_2023_4260,not_married_pt,FALSE,c,2023-05-01,,,,,,,,,,4260,29.7,29.5,27.7,26.2,25.6,25
income_tax_nmarried_ndisab_c_01_05_2023_4796,not_married_pt,FALSE,c,2023-05-01,,,,,,,,,,4796,31.4,31,29.4,27.6,27,26.5
income_tax_nmarried_ndisab_c_01_05_2023_5387,not_married_pt,FALSE,c,2023-05-01,,,,,,,,,,5387,32.3,31.8,31.3,28.9,28,27.4
income_tax_nmarried_ndisab_c_01_05_2023_6085,not_married_pt,FALSE,c,2023-05-01,,,,,,,,,,6085,33.3,32.8,32.2,29.8,29.2,28.4
income_tax_nmarried_ndisab_c_01_05_2023_6924,not_married_pt,FALSE,c,2023-05-01,,,,,,,,,,6924,35.3,34.9,34.1,32.2,31.8,31.5
income_tax_nmarried_ndisab_c_01_05_2023_8171,not_married_pt,FALSE,c,2023-05-01,,,,,,,,,,8171,36.3,35.9,35.5,34.2,32.8,32.4
income_tax_nmarried_ndisab_c_01_05_2023_9840,not_married_pt,FALSE,c,2023-05-01,,,,,,,,,,9840,38.2,37.8,37.4,36.2,35.8,34.4
income_tax_nmarried_ndisab_c_01_05_2023_11612,not_married_pt,FALSE,c,2023-05-01,,,,,,,,,,11612,39.2,38.8,38.4,37.5,36.7,35.4
income_tax_nmarried_ndisab_c_01_05_2023_19404,not_married_pt,FALSE,c,2023-05-01,,,,,,,,,,19404,40.2,39.8,39.4,38.5,38.1,36.4
income_tax_nmarried_ndisab_c_01_05_2023_20811,not_married_pt,FALSE,c,2023-05-01,,,,,,,,,,20811,41.2,40.8,40.4,39.5,39.1,37.3
income_tax_nmarried_ndisab_c_01_05_2023_23413,not_married_pt,FALSE,c,2023-05-01,,,,,,,,,,23413,41.9,41.7,41.4,40.5,40.1,38.5
income_tax_nmarried_ndisab_c_01_05_2023_26014,not_married_pt,FALSE,c,2023-05-01,,,,,,,,,,26014,42.9,42.7,42.3,41.4,41.1,39.7
income_tax_nmarried_ndisab_c_01_05_2023_9999999999,not_married_pt,FALSE,c,2023-05-01,,,,,,,,,,9999999999,43.8,43.6,43.3,42.4,42,40.7
income_tax_moneholder_ndisab_c_01_05_2023_765,married_one_holder_pt,FALSE,c,2023-05-01,,,,,,,,,,765,0,0,0,0,0,0
income_tax_moneholder_ndisab_c_01_05_2023_790,married_one_holder_pt,FALSE,c,2023-05-01,,,,,,,,,,790,0.7,0,0,0,0,0
income_tax_moneholder_ndisab_c_01_05_2023_818,married_one_holder_pt,FALSE,c,2023-05-01,,,,,,,,,,818,2.4,0,0,0,0,0
income_tax_moneholder_ndisab_c_01_05_2023_842,married_one_holder_pt,FALSE,c,2023-05-01,,,,,,,,,,842,3.3,0.8,0,0,0,0
income_tax_moneholder_ndisab_c_01_05_2023_874,married_one_holder_pt,FALSE,c,2023-05-01,,,,,,,,,,874,5.5,1.7,0.8,0,0,0
income_tax_moneholder_ndisab_c_01_05_2023_925,married_one_holder_pt,FALSE,c,2023-05-01,,,,,,,,,,925,6.4,3.6,1.1,0,0,0
income_tax_moneholder_ndisab_c_01_05_2023_1019,married_one_holder_pt,FALSE,c,2023-05-01,,,,,,,,,,1019,7.2,4.5,2.8,0,0,0
income_tax_moneholder_ndisab_c_01_05_2023_1129,married_one_holder_pt,FALSE,c,2023-05-01,,,,,,,,,,1129,8,5.4,3.6,0.9,0,0
income_tax_moneholder_ndisab_c_01_05_2023_1282,married_one_holder_pt,FALSE,c,2023-05-01,,,,,,,,,,1282,9.1,6.8,4.6,1.9,0,0
income_tax_moneholder_ndisab_c_01_05_2023_1445,married_one_holder_pt,FALSE,c,2023-05-01,,,,,,,,,,1445,10.7,8.9,7.1,4.3,2.6,1.7
income_tax_moneholder_ndisab_c_01_05_2023_1677,married_one_holder_pt,FALSE,c,2023-05-01,,,,,,,,,,1677,11.7,10,8.1,6.3,4.5,2.7
income_tax_moneholder_ndisab_c_01_05_2023_1784,married_one_holder_pt,FALSE,c,2023-05-01,,,,,,,,,,1784,13.1,11.4,10,7.7,5.9,5.1
income_tax_moneholder_ndisab_c_01_05_2023_1913,married_one_holder_pt,FALSE,c,2023-05-01,,,,,,,,,,1913,14,12.4,11.7,9,7.3,6.5
income_tax_moneholder_ndisab_c_01_05_2023_2071,married_one_holder_pt,FALSE,c,2023-05-01,,,,,,,,,,2071,15,13.3,12.5,10,9.2,7.4
income_tax_moneholder_ndisab_c_01_05_2023_2229,married_one_holder_pt,FALSE,c,2023-05-01,,,,,,,,,,2229,16,14.3,13.5,10.9,10.2,8.5
income_tax_moneholder_ndisab_c_01_05_2023_2416,married_one_holder_pt,FALSE,c,2023-05-01,,,,,,,,,,2416,17,16.3,14.6,11.9,11.1,9.5
income_tax_moneholder_ndisab_c_01_05_2023_2650,married_one_holder_pt,FALSE,c,2023-05-01,,,,,,,,,,2650,17.4,16.9,15.2,12.6,11.7,10.2
income_tax_moneholder_ndisab_c_01_05_2023_3025,married_one_holder_pt,FALSE,c,2023-05-01,,,,,,,,,,3025,18.9,18.2,16.6,14.8,13.1,12.3
income_tax_moneholder_ndisab_c_01_05_2023_3455,married_one_holder_pt,FALSE,c,2023-05-01,,,,,,,,,,3455,21.5,21.4,19.8,18.4,17.1,16.7
income_tax_moneholder_ndisab_c_01_05_2023_3724,married_one_holder_pt,FALSE,c,2023-05-01,,,,,,,,,,3724,22.4,22.3,21,19.4,19,17.6
income_tax_moneholder_ndisab_c_01_05_2023_3995,married_one_holder_pt,FALSE,c,2023-05-01,,,,,,,,,,3995,23.4,23.3,22,20.6,20,18.6
income_tax_moneholder_ndisab_c_01_05_2023_4367,married_one_holder_pt,FALSE,c,2023-05-01,,,,,,,,,,4367,24.4,24.3,22.9,21.6,21.2,20.6
income_tax_moneholder_ndisab_c_01_05_2023_4744,married_one_holder_pt,FALSE,c,2023-05-01,,,,,,,,,,4744,25.9,25.3,23.9,22.5,22.1,21.8
income_tax_moneholder_ndisab_c_01_05_2023_5226,married_one_holder_pt,FALSE,c,2023-05-01,,,,,,,,,,5226,26.9,26.3,25.9,23.5,23.1,22.7
income_tax_moneholder_ndisab_c_01_05_2023_5871,married_one_holder_pt,FALSE,c,2023-05-01,,,,,,,,,,5871,27.8,27.2,26.9,24.5,24.1,23.7
income_tax_moneholder_ndisab_c_01_05_2023_6625,married_one_holder_pt,FALSE,c,2023-05-01,,,,,,,,,,6625,28.8,28.2,27.8,25.5,25.1,24.7
income_tax_moneholder_ndisab_c_01_05_2023_7537,married_one_holder_pt,FALSE,c,2023-05-01,,,,,,,,,,7537,29.7,29.6,29.2,27,26.9,26.7
income_tax_moneholder_ndisab_c_01_05_2023_8687,married_one_holder_pt,FALSE,c,2023-05-01,,,,,,,,,,8687,30.7,30.6,30.4,29,27.8,27.6
income_tax_moneholder_ndisab_c_01_05_2023_9609,married_one_holder_pt,FALSE,c,2023-05-01,,,,,,,,,,9609,32.1,32,31.9,30.7,29.3,29.1
income_tax_moneholder_ndisab_c_01_05_2023_10754,married_one_holder_pt,FALSE,c,2023-05-01,,,,,,,,,,10754,33.1,33,32.8,31.7,31.5,30
income_tax_moneholder_ndisab_c_01_05_2023_14423,married_one_holder_pt,FALSE,c,2023-05-01,,,,,,,,,,14423,34.4,34.3,33.8,32.6,32.4,31.3
income_tax_moneholder_ndisab_c_01_05_2023_20706,married_one_holder_pt,FALSE,c,2023-05-01,,,,,,,,,,20706,36.4,36.3,36.2,35.1,34.9,33.7
income_tax_moneholder_ndisab_c_01_05_2023_23413,married_one_holder_pt,FALSE,c,2023-05-01,,,,,,,,,,23413,37.3,37.2,37.1,36.5,35.9,34.7
income_tax_moneholder_ndisab_c_01_05_2023_26014,married_one_holder_pt,FALSE,c,2023-05-01,,,,,,,,,,26014,38.3,38.2,38.1,37.4,37.2,35.7
income_tax_moneholder_ndisab_c_01_05_2023_29135,married_one_holder_pt,FALSE,c,2023-05-01,,,,,,,,,,29135,39.3,39.2,39.1,38.4,38.2,37
income_tax_moneholder_ndisab_c_01_05_2023_9999999999,married_one_holder_pt,FALSE,c,2023-05-01,,,,,,,,,,9999999999,40.3,40.2,40.1,39.4,39.2,38
income_tax_mtwoholders_ndisab_c_01_05_2023_765,married_two_holders_pt,FALSE,c,2023-05-01,,,,,,,,,,765,0,0,0,0,0,0
income_tax_mtwoholders_ndisab_c_01_05_2023_790,married_two_holders_pt,FALSE,c,2023-05-01,,,,,,,,,,790,0.8,0.7,0.4,0,0,0
income_tax_mtwoholders_ndisab_c_01_05_2023_818,married_two_holders_pt,FALSE,c,2023-05-01,,,,,,,,,,818,4,3.6,0.9,0,0,0
income_tax_mtwoholders_ndisab_c_01_05_2023_870,married_two_holders_pt,FALSE,c,2023-05-01,,,,,,,,,,870,7,5,3.3,2.4,0.5,0
income_tax_mtwoholders_ndisab_c_01_05_2023_966,married_two_holders_pt,FALSE,c,2023-05-01,,,,,,,,,,966,9.3,7.2,6.4,3.7,3,1.1
income_tax_mtwoholders_ndisab_c_01_05_2023_1051,married_two_holders_pt,FALSE,c,2023-05-01,,,,,,,,,,1051,11.2,8.5,7.7,5,4.3,3
income_tax_mtwoholders_ndisab_c_01_05_2023_1124,married_two_holders_pt,FALSE,c,2023-05-01,,,,,,,,,,1124,12,9.4,8.5,5.9,4.7,3.8
income_tax_mtwoholders_ndisab_c_01_05_2023_1194,married_two_holders_pt,FALSE,c,2023-05-01,,,,,,,,,,1194,13,11.3,10.5,7.8,7,5.2
income_tax_mtwoholders_ndisab_c_01_05_2023_1282,married_two_holders_pt,FALSE,c,2023-05-01,,,,,,,,,,1282,14,12.3,11.4,8.8,7.9,6.2
income_tax_mtwoholders_ndisab_c_01_05_2023_1387,married_two_holders_pt,FALSE,c,2023-05-01,,,,,,,,,,1387,15,14.3,12.5,10.6,8.9,8
income_tax_mtwoholders_ndisab_c_01_05_2023_1466,married_two_holders_pt,FALSE,c,2023-05-01,,,,,,,,,,1466,16.1,15.3,13.6,11.9,10,9.2
income_tax_mtwoholders_ndisab_c_01_05_2023_1609,married_two_holders_pt,FALSE,c,2023-05-01,,,,,,,,,,1609,17.1,16.4,14.6,12.8,11.1,10.2
income_tax_mtwoholders_ndisab_c_01_05_2023_1762,married_two_holders_pt,FALSE,c,2023-05-01,,,,,,,,,,1762,18.5,17.7,16.1,14.3,13.4,11.7
income_tax_mtwoholders_ndisab_c_01_05_2023_1925,married_two_holders_pt,FALSE,c,2023-05-01,,,,,,,,,,1925,19.9,19.3,17.6,16,15.2,13.5
income_tax_mtwoholders_ndisab_c_01_05_2023_2035,married_two_holders_pt,FALSE,c,2023-05-01,,,,,,,,,,2035,20.9,20.4,18.5,16.9,16.1,14.5
income_tax_mtwoholders_ndisab_c_01_05_2023_2151,married_two_holders_pt,FALSE,c,2023-05-01,,,,,,,,,,2151,21.9,21.4,19.6,17.7,17,16.3
income_tax_mtwoholders_ndisab_c_01_05_2023_2283,married_two_holders_pt,FALSE,c,2023-05-01,,,,,,,,,,2283,22.8,22.3,20.7,18.9,17.9,17.3
income_tax_mtwoholders_ndisab_c_01_05_2023_2440,married_two_holders_pt,FALSE,c,2023-05-01,,,,,,,,,,2440,23.8,23.4,22.6,19.9,19.1,18.2
income_tax_mtwoholders_ndisab_c_01_05_2023_2609,married_two_holders_pt,FALSE,c,2023-05-01,,,,,,,,,,2609,24.8,24.4,23.6,21,20.2,19.4
income_tax_mtwoholders_ndisab_c_01_05_2023_2864,married_two_holders_pt,FALSE,c,2023-05-01,,,,,,,,,,2864,25.7,25.2,24.6,21.9,21.2,20.4
income_tax_mtwoholders_ndisab_c_01_05_2023_3195,married_two_holders_pt,FALSE,c,2023-05-01,,,,,,,,,,3195,26.9,26.5,25.7,23.1,22.3,21.6
income_tax_mtwoholders_ndisab_c_01_05_2023_3669,married_two_holders_pt,FALSE,c,2023-05-01,,,,,,,,,,3669,28.5,28.4,28,25.7,25.3,24.9
income_tax_mtwoholders_ndisab_c_01_05_2023_4260,married_two_holders_pt,FALSE,c,2023-05-01,,,,,,,,,,4260,29.6,29.5,29,27.6,26.3,25.9
income_tax_mtwoholders_ndisab_c_01_05_2023_4796,married_two_holders_pt,FALSE,c,2023-05-01,,,,,,,,,,4796,31.4,31.1,30.7,29,27.7,27.3
income_tax_mtwoholders_ndisab_c_01_05_2023_5387,married_two_holders_pt,FALSE,c,2023-05-01,,,,,,,,,,5387,32.3,32,31.6,30.3,29.6,28.3
income_tax_mtwoholders_ndisab_c_01_05_2023_6085,married_two_holders_pt,FALSE,c,2023-05-01,,,,,,,,,,6085,33.3,33,32.6,31.3,30.9,29.2
income_tax_mtwoholders_ndisab_c_01_05_2023_6924,married_two_holders_pt,FALSE,c,2023-05-01,,,,,,,,,,6924,35.2,35,34.5,33.8,33.6,33.4
income_tax_mtwoholders_ndisab_c_01_05_2023_8171,married_two_holders_pt,FALSE,c,2023-05-01,,,,,,,,,,8171,36.2,36,35.8,34.7,34.6,34.4
income_tax_mtwoholders_ndisab_c_01_05_2023_9840,married_two_holders_pt,FALSE,c,2023-05-01,,,,,,,,,,9840,38.1,37.9,37.7,36.6,36.4,36.3
income_tax_mtwoholders_ndisab_c_01_05_2023_11612,married_two_holders_pt,FALSE,c,2023-05-01,,,,,,,,,,11612,39.1,38.9,38.7,38,37.4,37.2
income_tax_mtwoholders_ndisab_c_01_05_2023_19404,married_two_holders_pt,FALSE,c,2023-05-01,,,,,,,,,,19404,40.1,39.9,39.7,39,38.8,38.2
income_tax_mtwoholders_ndisab_c_01_05_2023_20811,married_two_holders_pt,FALSE,c,2023-05-01,,,,,,,,,,20811,41.1,40.9,40.7,40,39.8,39.2
income_tax_mtwoholders_ndisab_c_01_05_2023_23413,married_two_holders_pt,FALSE,c,2023-05-01,,,,,,,,,,23413,41.8,41.7,41.6,41,40.8,40.4
income_tax_mtwoholders_ndisab_c_01_05_2023_26014,married_two_holders_pt,FALSE,c,2023-05-01,,,,,,,,,,26014,42.8,42.7,42.6,41.9,41.7,41.5
income_tax_mtwoholders_ndisab_c_01_05_2023_9999999999,married_two_holders_pt,FALSE,c,2023-05-01,,,,,,,,,,9999999999,43.8,43.7,43.6,42.9,42.7,42.5
income_tax_nmarried_disab_c_01_05_2023_1348,not_married_pt,TRUE,c,2023-05-01,,,,,,,,,,1348,0,0,0,0,0,0
income_tax_nmarried_disab_c_01_05_2023_1456,not_married_pt,TRUE,c,2023-05-01,,,,,,,,,,1456,1.2,0,0,0,0,0
income_tax_nmarried_disab_c_01_05_2023_1498,not_married_pt,TRUE,c,2023-05-01,,,,,,,,,,1498,4.1,0.6,0,0,0,0
income_tax_nmarried_disab_c_01_05_2023_1703,not_married_pt,TRUE,c,2023-05-01,,,,,,,,,,1703,5.1,2.6,0,0,0,0
income_tax_nmarried_disab_c_01_05_2023_2019,not_married_pt,TRUE,c,2023-05-01,,,,,,,,,,2019,6.6,4.7,3.7,0.2,0,0
income_tax_nmarried_disab_c_01_05_2023_2140,not_married_pt,TRUE,c,2023-05-01,,,,,,,,,,2140,8,6.2,5.2,2.2,1.2,0
income_tax_nmarried_disab_c_01_05_2023_2282,not_married_pt,TRUE,c,2023-05-01,,,,,,,,,,2282,9.9,7.2,6.2,4.2,2.2,1.2
income_tax_nmarried_disab_c_01_05_2023_2387,not_married_pt,TRUE,c,2023-05-01,,,,,,,,,,2387,12.3,9.5,7.6,5.7,3.7,2.7
income_tax_nmarried_disab_c_01_05_2023_2552,not_married_pt,TRUE,c,2023-05-01,,,,,,,,,,2552,14.3,11.5,9.6,7.6,5.8,3.7
income_tax_nmarried_disab_c_01_05_2023_2650,not_married_pt,TRUE,c,2023-05-01,,,,,,,,,,2650,15.2,13.4,11.5,9.6,6.7,5.8
income_tax_nmarried_disab_c_01_05_2023_2757,not_married_pt,TRUE,c,2023-05-01,,,,,,,,,,2757,16.3,14.4,12.4,10.6,8.6,7.6
income_tax_nmarried_disab_c_01_05_2023_3025,not_married_pt,TRUE,c,2023-05-01,,,,,,,,,,3025,17.2,15.4,13.4,11.6,10.6,9.6
income_tax_nmarried_disab_c_01_05_2023_3347,not_married_pt,TRUE,c,2023-05-01,,,,,,,,,,3347,18.3,16.9,15.3,13.8,13.2,12.6
income_tax_nmarried_disab_c_01_05_2023_3690,not_married_pt,TRUE,c,2023-05-01,,,,,,,,,,3690,19.5,18,16.5,14.9,14.3,13.7
income_tax_nmarried_disab_c_01_05_2023_3831,not_married_pt,TRUE,c,2023-05-01,,,,,,,,,,3831,20,18.6,17.1,15,14.8,14
income_tax_nmarried_disab_c_01_05_2023_4048,not_married_pt,TRUE,c,2023-05-01,,,,,,,,,,4048,21.5,20.2,19.6,16.9,16.3,15.7
income_tax_nmarried_disab_c_01_05_2023_4481,not_married_pt,TRUE,c,2023-05-01,,,,,,,,,,4481,23.4,22.1,21.6,19,18.2,17.6
income_tax_nmarried_disab_c_01_05_2023_4797,not_married_pt,TRUE,c,2023-05-01,,,,,,,,,,4797,24.4,23.1,22.5,20,19.4,18.6
income_tax_nmarried_disab_c_01_05_2023_5065,not_married_pt,TRUE,c,2023-05-01,,,,,,,,,,5065,25.4,24.1,23.5,21,20.4,19.8
income_tax_nmarried_disab_c_01_05_2023_5387,not_married_pt,TRUE,c,2023-05-01,,,,,,,,,,5387,26.4,25.1,24.5,22,21.4,20.8
income_tax_nmarried_disab_c_01_05_2023_5817,not_married_pt,TRUE,c,2023-05-01,,,,,,,,,,5817,27.3,26.1,25.5,23.9,22.3,21.8
income_tax_nmarried_disab_c_01_05_2023_6300,not_married_pt,TRUE,c,2023-05-01,,,,,,,,,,6300,28.8,27.5,27,25.4,23.8,23.2
income_tax_nmarried_disab_c_01_05_2023_6966,not_married_pt,TRUE,c,2023-05-01,,,,,,,,,,6966,29.7,28.7,28.3,27,25.6,25.2
income_tax_nmarried_disab_c_01_05_2023_7448,not_married_pt,TRUE,c,2023-05-01,,,,,,,,,,7448,30.7,29.8,29.3,27.9,26.6,26.2
income_tax_nmarried_disab_c_01_05_2023_8046,not_married_pt,TRUE,c,2023-05-01,,,,,,,,,,8046,31.7,30.8,30.4,28.9,28.5,27.1
income_tax_nmarried_disab_c_01_05_2023_8749,not_married_pt,TRUE,c,2023-05-01,,,,,,,,,,8749,32.6,31.8,31.4,30,29,28.1
income_tax_nmarried_disab_c_01_05_2023_9555,not_married_pt,TRUE,c,2023-05-01,,,,,,,,,,9555,33.6,32.7,32.3,31,29.6,29.1
income_tax_nmarried_disab_c_01_05_2023_10311,not_married_pt,TRUE,c,2023-05-01,,,,,,,,,,10311,35.1,34.2,33.8,32.4,32,30.7
income_tax_nmarried_disab_c_01_05_2023_12901,not_married_pt,TRUE,c,2023-05-01,,,,,,,,,,12901,36.1,35.2,34.8,33.4,33,31.7
income_tax_nmarried_disab_c_01_05_2023_9999999999,not_married_pt,TRUE,c,2023-05-01,,,,,,,,,,9999999999,37,36.2,35.8,34.4,34,32.6
income_tax_moneholder_disab_c_01_05_2023_1698,married_one_holder_pt,TRUE,c,2023-05-01,,,,,,,,,,1698,0,0,0,0,0,0
income_tax_moneholder_disab_c_01_05_2023_1808,married_one_holder_pt,TRUE,c,2023-05-01,,,,,,,,,,1808,0.8,0,0,0,0,0
income_tax_moneholder_disab_c_01_05_2023_1966,married_one_holder_pt,TRUE,c,2023-05-01,,,,,,,,,,1966,3.7,1,0.2,0,0,0
income_tax_moneholder_disab_c_01_05_2023_2030,married_one_holder_pt,TRUE,c,2023-05-01,,,,,,,,,,2030,4.7,3,2.2,0.4,0,0
income_tax_moneholder_disab_c_01_05_2023_2411,married_one_holder_pt,TRUE,c,2023-05-01,,,,,,,,,,2411,5.7,5,3.2,1.4,0,0
income_tax_moneholder_disab_c_01_05_2023_2598,married_one_holder_pt,TRUE,c,2023-05-01,,,,,,,,,,2598,6.6,6,4.2,2.4,0.6,0
income_tax_moneholder_disab_c_01_05_2023_2864,married_one_holder_pt,TRUE,c,2023-05-01,,,,,,,,,,2864,8.5,7.8,6.2,4.4,3.6,1.8
income_tax_moneholder_disab_c_01_05_2023_3079,married_one_holder_pt,TRUE,c,2023-05-01,,,,,,,,,,3079,9.5,8.8,7.2,5.4,4.6,2.8
income_tax_moneholder_disab_c_01_05_2023_3294,married_one_holder_pt,TRUE,c,2023-05-01,,,,,,,,,,3294,11,10.3,8.6,6.9,6.1,4.3
income_tax_moneholder_disab_c_01_05_2023_3455,married_one_holder_pt,TRUE,c,2023-05-01,,,,,,,,,,3455,12.2,11.9,10.5,9.1,8.7,8.3
income_tax_moneholder_disab_c_01_05_2023_3616,married_one_holder_pt,TRUE,c,2023-05-01,,,,,,,,,,3616,13.6,13.5,12,10.6,10.2,9.8
income_tax_moneholder_disab_c_01_05_2023_3723,married_one_holder_pt,TRUE,c,2023-05-01,,,,,,,,,,3723,14.6,14.5,14.1,11.6,11.2,10.8
income_tax_moneholder_disab_c_01_05_2023_3938,married_one_holder_pt,TRUE,c,2023-05-01,,,,,,,,,,3938,15.6,15.5,15.1,12.7,12.2,11.8
income_tax_moneholder_disab_c_01_05_2023_4048,married_one_holder_pt,TRUE,c,2023-05-01,,,,,,,,,,4048,16.6,16.5,16.1,13.7,13.3,12.7
income_tax_moneholder_disab_c_01_05_2023_4376,married_one_holder_pt,TRUE,c,2023-05-01,,,,,,,,,,4376,17.5,17.4,17.1,14.7,14.3,13.9
income_tax_moneholder_disab_c_01_05_2023_4587,married_one_holder_pt,TRUE,c,2023-05-01,,,,,,,,,,4587,18.5,18.4,18,15.7,15.3,14.9
income_tax_moneholder_disab_c_01_05_2023_5065,married_one_holder_pt,TRUE,c,2023-05-01,,,,,,,,,,5065,19.5,19.4,19,16.7,16.3,15.9
income_tax_moneholder_disab_c_01_05_2023_5495,married_one_holder_pt,TRUE,c,2023-05-01,,,,,,,,,,5495,20.5,20.4,20,17.6,17.2,16.9
income_tax_moneholder_disab_c_01_05_2023_5709,married_one_holder_pt,TRUE,c,2023-05-01,,,,,,,,,,5709,21.5,21.4,21,19.6,18.2,17.8
income_tax_moneholder_disab_c_01_05_2023_6192,married_one_holder_pt,TRUE,c,2023-05-01,,,,,,,,,,6192,22.4,22.3,22,20.6,19.2,18.8
income_tax_moneholder_disab_c_01_05_2023_6515,married_one_holder_pt,TRUE,c,2023-05-01,,,,,,,,,,6515,23.4,23.3,22.9,21.6,20.2,19.8
income_tax_moneholder_disab_c_01_05_2023_7058,married_one_holder_pt,TRUE,c,2023-05-01,,,,,,,,,,7058,24.7,24.6,24.5,23.1,22,21.8
